block,range,reg,rw,pnum,name,desc,lo,hi,unit,res,obj,rvs61,rvs21
,,"teehs ""noitpircseDllocotorP"" ]ced[",W/R,rebmuN,retemaraP,noitpircseD,timiL,timiL,tinU,noituloseR,tcejbO,16SVR,12SVR
,,ees( sserddA,,,,,rewoL,reppU,,,,,
,,retsigeR,,,,/noitaremunE,,,,,,,
,,BdM,,,,,,,,,,,
Solar,0x8000…0x83FBFL,32797,R/W,8531,Hours run collect overtemp,,0,199'999,h,1/3600,x,x,x
Solar,0x8000…0x83FBFL,32798,,,,(32 Bit Data),,,,,,,
Solar,0x8000…0x83FBFL,32799,R,8547,Collector temp 2,,-28,350,°C,1/64,x,x,x
Solar,0x8000…0x83FBFL,32800,R,8547,Status,see description,,,,,x,x,x
Solar,0x8000…0x83FBFL,32801,R,8007,State solar,see description: status codes,0,1000,,,x,x,x
Cascade,0x8800..0x8BFF,34816,R,8100,Priority source 1,,0,16,,,x,x,x
Cascade,0x8800..0x8BFF,34817,R,8101,State source 1,x 0: Missing | 1: Faulty | 2: Manual control active | 3: Heat generation lock active | 4: Chimney sweep funct active | 5: Temporarily unavailable | 6: Outside temp limit active | 7: Not released | 8: Released,0,8,,,x,x,x
Cascade,0x8800..0x8BFF,34818,R,8102,Priority source 2,,0,16,,,x,x,x
Cascade,0x8800..0x8BFF,34819,R,8103,State source 2,x 0: Missing | …. | 8: Released,0,8,,,x,x,x
Cascade,0x8800..0x8BFF,34820,R,8104,Priority source 3,,0,16,,,x,x,x
Cascade,0x8800..0x8BFF,34821,R,8105,State source 3,x 0: Missing | …. | 8: Released,0,8,,,x,x,x
Cascade,0x8800..0x8BFF,34822,R,8106,Priority source 4,,0,16,,,x,x,x
Cascade,0x8800..0x8BFF,34823,R,8107,State source 4,x 0: Missing | …. | 8: Released,0,8,,,x,x,x
Cascade,0x8800..0x8BFF,34824,R,8108,Priority source 5,,0,16,,,x,x,x
Cascade,0x8800..0x8BFF,34825,R,8109,State source 5,x 0: Missing | …. | 8: Released,0,8,,,x,x,x
Cascade,0x8800..0x8BFF,34826,R,8110,Priority source 6,,0,16,,,x,x,x
Cascade,0x8800..0x8BFF,34827,R,8111,State source 6,x 0: Missing | …. | 8: Released,0,8,,,x,x,x
Cascade,0x8800..0x8BFF,34828,R,8112,Priority source 7,,0,16,,,x,x,x
Cascade,0x8800..0x8BFF,34829,R,8113,State source 7,x 0: Missing | …. | 8: Released,0,8,,,x,x,x
Cascade,0x8800..0x8BFF,34830,R,8114,Priority source 8,,0,16,,,x,x,x
Cascade,0x8800..0x8BFF,34831,R,8115,State source 8,x 0: Missing | …. | 8: Released,0,8,,,x,x,x
Cascade,0x8800..0x8BFF,34832,R,8116,Priority source 9,,0,16,,,x,x,x
Cascade,0x8800..0x8BFF,34833,R,8117,State source 9,x 0: Missing | …. | 8: Released,0,8,,,x,x,x
Cascade,0x8800..0x8BFF,34834,R,8118,Priority source 10,,0,16,,,x,x,x
Cascade,0x8800..0x8BFF,34835,R,8119,State source 10,x 0: Missing | …. | 8: Released,0,8,,,x,x,x
Cascade,0x8800..0x8BFF,34836,R,8120,Priority source 11,,0,16,,,x,x,x
Cascade,0x8800..0x8BFF,34837,R,8121,State source 11,x 0: Missing | …. | 8: Released,0,8,,,x,x,x
Cascade,0x8800..0x8BFF,34838,R,8122,Priority source 12,,0,16,,,x,x,x
Cascade,0x8800..0x8BFF,34839,R,8123,State source 12,x 0: Missing | …. | 8: Released,0,8,,,x,x,x
Cascade,0x8800..0x8BFF,34840,R,8124,Priority source 13,,0,16,,,x,x,x
Cascade,0x8800..0x8BFF,34841,R,8125,State source 13,x 0: Missing | …. | 8: Released,0,8,,,x,x,x
Cascade,0x8800..0x8BFF,34842,R,8126,Priority source 14,,0,16,,,x,x,x
Cascade,0x8800..0x8BFF,34843,R,8127,State source 14,x 0: Missing | …. | 8: Released,0,8,,,x,x,x
Cascade,0x8800..0x8BFF,34844,R,8128,Priority source 15,,0,16,,,x,x,x
Cascade,0x8800..0x8BFF,34845,R,8129,State source 15,x 0: Missing | …. | 8: Released,0,8,,,x,x,x
Cascade,0x8800..0x8BFF,34846,R,8130,Priority source 16,,0,16,,,x,x,x
Cascade,0x8800..0x8BFF,34847,R,8131,State source 16,x 0: Missing | …. | 8: Released,0,8,,,x,x,x
Cascade,0x8800..0x8BFF,34848,R,8138,Cascade flow temp,,0,140,°C,1/64,x,x,x
Cascade,0x8800..0x8BFF,34849,R,8138,Status,see description,,,,,x,x,x
Cascade,0x8800..0x8BFF,34850,R,8139,Cascade flow temp setp,,0,140,°C,1/64,x,x,x
Cascade,0x8800..0x8BFF,34851,R,8139,Status,see description,,,,,x,x,x
Cascade,0x8800..0x8BFF,34852,R,8150,Source seq ch'over current,,0,990,h,1,x,x,x
Cascade,0x8800..0x8BFF,34853,R,8150,Status,see description,,,,,x,x,x
General functions,0x8C00..0x8FFBFL,35840,R/W,5570,Temp diff on dT contr 1,,0,40,°C,1/64,x,x,x
General functions,0x8C00..0x8FFBFL,35841,R/W,5571,Temp diff off dT contr 1,,0,40,°C,1/64,x,x,x
General functions,0x8C00..0x8FFBFL,35842,R/W,5572,On temp min dT contr 1,,-30,120,°C,1/64,x,x,x
General functions,0x8C00..0x8FFBFL,35843,R/W,5580,Temp diff on dT contr 2,,0,40,°C,1/64,x,x,x
General functions,0x8C00..0x8FFBFL,35844,R/W,5581,Temp diff off dT contr 2,,0,40,°C,1/64,x,x,x
General functions,0x8C00..0x8FFBFL,35845,R/W,5582,On temp min dT contr 2,,-30,120,°C,1/64,x,x,x
General functions,0x8C00..0x8FFBFL,35846,R/W,6110,Time constant building,,0,50,h,1,x,x,x
General functions,0x8C00..0x8FFBFL,35847,R,8565,Flue gas temp,,0,350,°C,1/64,x,x,x
General functions,0x8C00..0x8FFBFL,35848,R,8565,Status,see description,,,,,x,x,x
General functions,0x8C00..0x8FFBFL,35849,R,8567,Flue gas temp max,,0,350,°C,1/64,x,x,x
General functions,0x8C00..0x8FFBFL,35850,R,8567,Status,see description,,,,,x,x,x
General functions,0x8C00..0x8FFBFL,35851,R,8700,Outside temp,,-50,50,°C,1/64,x,x,x
General functions,0x8C00..0x8FFBFL,35852,R,8700,Status,see description,,,,,x,x,x
General functions,0x8C00..0x8FFBFL,35853,R,8701,Outside temp min,,-50,50,°C,1/64,x,x,x
General functions,0x8C00..0x8FFBFL,35854,R,8702,Outside temp max,,-50,50,°C,1/64,x,x,x
General functions,0x8C00..0x8FFBFL,35855,R/W,8703,Outside temp attenuated,,-50,50,°C,1/64,x,x,x
General functions,0x8C00..0x8FFBFL,35856,R,8704,Outside temp composite,,-50,50,°C,1/64,x,x,x
General functions,0x8C00..0x8FFBFL,35857,R/W,7150,Simulation outside temp,,-50,50,°C,1/64,x,x,x
General functions,0x8C00..0x8FFBFL,35858,R/W,7150,Status/Comand,see description,,,,,x,x,x
General functions,0x8C00..0x8FFBFL,35859,R/W,5600,Air dehumidifier,x 0: Off | 1: On,0,1,,,x,x,x
General functions,0x8C00..0x8FFBFL,35860,R/W,5602,Air dehumidifier r.h. on,,0,100,%,1,x,x,x
General functions,0x8C00..0x8FFBFL,35861,R/W,5603,Air dehumidifier r.h. SD,,2,50,%,1,x,x,x
General functions,0x8C00..0x8FFBFL,35862,R/W,6710,Reset alarm relay,x 0: No | 1: Yes,0,1,,,x,x,x
General functions,0x8C00..0x8FFBFL,35863,R/W,7120,Economy mode,x 0: Off | 1: On,0,1,,,x,x,x
General functions,0x8C00..0x8FFBFL,35864,R/W,7120,Status/Comand,see description,,,,,x,x,x
General functions,0x8C00..0x8FFBFL,35865,R/W,7141,Emergency operation,x 0: Off | 1: On,0,1,,,x,x,x
Device,0x9400..0x97FFBL,37888,R/W,7700,Relay test,x 0: No test | 1: Everything off | 2: Relay output QX1 | 3: Relay output QX2 | 4: Relay output QX3 | 5: Output QX4/ZX4 | 6: Relay output QX5 | 7: Relay output QX6 | 8: Relay output QX7 | 9: Relay output QX8 | 10: Relay output QX9 | 11: Relay output QX10 | 12: Relay output QX11 | 13: Relay output QX12 | 14: Relay output QX13 | 15: Relay output QX31 | 16: Relay output QX32 | 17: Relay output QX33 | 18: Relay output QX34 | 19: Relay output QX35 | 20: Relay output QX21 module 1 | 21: Relay output QX22 module 1 | 22: Relay output QX23 module 1 | 23: Relay output QX21 module 2 | 24: Relay output QX22 module 2 | 25: Relay output QX23 module 2 | 26: Relay output QX21 module 3 | 27: Relay output QX22 module 3 | 28: Relay output QX23 module 3,0,28,,,x,x,x
Device,0x9400..0x97FFBL,37889,R/W,7710,Output test UX1,,0,100,%,1,x,x,x
Device,0x9400..0x97FFBL,37890,R/W,7710,Status/Comand,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37891,R,7711,Output signal UX1,,0,10,V,1/100,x,x,x
Device,0x9400..0x97FFBL,37892,R,7711,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37893,R,7711,Unit,0..3: reserved | 4: Voltage V | 5: PWM %,0,5,,,x,x,x
Device,0x9400..0x97FFBL,37895,R/W,7716,Status/Comand,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37896,R,7717,Output signal UX2,,0,10,V,1/100,x,x,x
Device,0x9400..0x97FFBL,37897,R,7717,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37898,R,7717,Unit,0..3: reserved | 4: Voltage V | 5: PWM %,0,5,,,x,x,x
Device,0x9400..0x97FFBL,37899,R/W,7724,Output test UX3,,0,100,%,1,x,,x
Device,0x9400..0x97FFBL,37900,R/W,7724,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,37901,R,7725,Output signal UX3,,0,10,V,1/100,x,,x
Device,0x9400..0x97FFBL,37902,R,7725,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,37903,R,7725,Unit,0..3: reserved | 4: Voltage V | 5: PWM %,0,5,,,x,,x
Device,0x9400..0x97FFBL,37904,R/W,7780,Output test UX21 module 1,,0,100,%,1,x,x,x
Device,0x9400..0x97FFBL,37905,R/W,7780,Status/Comand,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37906,R,7781,Output signal UX21 module 1,,0,10,V,1/100,x,x,x
Device,0x9400..0x97FFBL,37907,R,7781,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37908,R,7781,Unit,0..3: reserved | 4: Voltage V | 5: PWM %,0,5,,,x,x,x
Device,0x9400..0x97FFBL,37909,R/W,7782,Output test UX22 module 1,,0,100,%,1,x,x,x
Device,0x9400..0x97FFBL,37910,R/W,7782,Status/Comand,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37911,R,7783,Output signal UX22 module 1,,0,10,V,1/100,x,x,x
Device,0x9400..0x97FFBL,37912,R,7783,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37913,R,7783,Unit,0..3: reserved | 4: Voltage V | 5: PWM %,0,5,,,x,x,x
Device,0x9400..0x97FFBL,37914,R/W,7784,Output test UX21 module 2,,0,100,%,1,x,x,x
Device,0x9400..0x97FFBL,37915,R/W,7784,Status/Comand,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37916,R,7785,Output signal UX21 module 2,,0,10,V,1/100,x,x,x
Device,0x9400..0x97FFBL,37917,R,7785,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37918,R,7785,Unit,0..3: reserved | 4: Voltage V | 5: PWM %,0,5,,,x,x,x
Device,0x9400..0x97FFBL,37919,R/W,7786,Output test UX22 module 2,,0,100,%,1,x,x,x
Device,0x9400..0x97FFBL,37920,R/W,7786,Status/Comand,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37921,R,7787,Output signal UX22 module 2,,0,10,V,1/100,x,x,x
Device,0x9400..0x97FFBL,37922,R,7787,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37923,R,7787,Unit,0..3: reserved | 4: Voltage V | 5: PWM %,0,5,,,x,x,x
Device,0x9400..0x97FFBL,37924,R/W,7788,Output test UX21 module 3,,0,100,%,1,x,x,x
Device,0x9400..0x97FFBL,37925,R/W,7788,Status/Comand,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37926,R,7789,Output signal UX21 module 3,,0,10,V,1/100,x,x,x
Device,0x9400..0x97FFBL,37927,R,7789,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37928,R,7789,Unit,0..3: reserved | 4: Voltage V | 5: PWM %,0,5,,,x,x,x
Device,0x9400..0x97FFBL,37929,R/W,7790,Output test UX22 module 3,,0,100,%,1,x,x,x
Device,0x9400..0x97FFBL,37930,R/W,7790,Status/Comand,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37931,R,7791,Output signal UX22 module 3,,0,10,V,1/100,x,x,x
Device,0x9400..0x97FFBL,37932,R,7791,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37933,R,7791,Unit,0..3: reserved | 4: Voltage V | 5: PWM %,0,5,,,x,x,x
Device,0x9400..0x97FFBL,37934,R/W,7796,Output test WX21 module 1,,0,100,%,1,x,x,x
Device,0x9400..0x97FFBL,37935,R/W,7796,Status/Comand,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37936,R,7797,Pos step motor WX21 mod 1,,0,65535,,1,x,x,x
Device,0x9400..0x97FFBL,37937,R,7797,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37938,R/W,7798,Output test WX21 module 2,,0,100,%,1,x,x,x
Device,0x9400..0x97FFBL,37939,R/W,7798,Status/Comand,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37940,R,7799,Pos step motor WX21 mod 2,,0,65535,,1,x,x,x
Device,0x9400..0x97FFBL,37941,R,7799,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37942,R/W,7800,Output test WX21 module 3,,0,100,%,1,x,x,x
Device,0x9400..0x97FFBL,37943,R/W,7800,Status/Comand,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37944,R,7801,Pos step motor WX21 mod 3,,0,65535,,1,x,x,x
Device,0x9400..0x97FFBL,37945,R,7801,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,37946,R/W,7965,Output test WX31,,0,100,%,1,x,,x
Device,0x9400..0x97FFBL,37947,R/W,7965,Status/Comand,see description,,,,,x,,x
Device,0x9400..0x97FFBL,37948,R,7966,Pos stepper motor WX31,,0,65535,,1,x,,x
Device,0x9400..0x97FFBL,37949,R,7966,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,37950,R/W,7705,Mod setp ZX6 relay test,,0,100,%,1,x,,x
Device,0x9400..0x97FFBL,37951,R,7708,Modulation signal ZX6,,0,100,%,1,x,,x
Device,0x9400..0x97FFBL,37952,R,7708,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,37953,R/W,7969,Mod setp ZX34 relay test,,0,100,%,1,x,,x
Device,0x9400..0x97FFBL,37954,R,7970,Modulation signal ZX34,,0,100,%,1,x,,x
Device,0x9400..0x97FFBL,37955,R,7970,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,37956,R/W,7705,Mod setp ZX4 relay test,,0,100,%,1,x,x,
Device,0x9400..0x97FFBL,37958,R,7708,Status Register reserve,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38000,R,7804,Sensor temp BX1,,-28,350,°C,1/64,x,x,x
Device,0x9400..0x97FFBL,38001,R,7804,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38002,R,7805,Sensor temp BX2,,-28,350,°C,1/64,x,x,x
Device,0x9400..0x97FFBL,38003,R,7805,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38004,R,7806,Sensor temp BX3,,-28,350,°C,1/64,x,x,x
Device,0x9400..0x97FFBL,38005,R,7806,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38006,R,7807,Sensor temp BX4,,-28,350,°C,1/64,x,x,x
Device,0x9400..0x97FFBL,38007,R,7807,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38008,R,7808,Sensor temp BX5,,-28,350,°C,1/64,x,,x
Device,0x9400..0x97FFBL,38009,R,7808,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38010,R,7809,Sensor temp BX6,,-28,350,°C,1/64,x,,x
Device,0x9400..0x97FFBL,38011,R,7809,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38012,R,7810,Sensor temp BX7,,-28,350,°C,1/64,x,x,
Device,0x9400..0x97FFBL,38013,R,7810,Status,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38014,R,7811,Sensor temp BX8,,-28,350,°C,1/64,x,x,
Device,0x9400..0x97FFBL,38015,R,7811,Status,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38016,R,7812,Sensor temp BX9,,-28,350,°C,1/64,x,x,
Device,0x9400..0x97FFBL,38017,R,7812,Status,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38018,R,7813,Sensor temp BX10,,-28,350,°C,1/64,x,x,
Device,0x9400..0x97FFBL,38019,R,7813,Status,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38020,R,7814,Sensor temp BX11,,-28,350,°C,1/64,x,x,
Device,0x9400..0x97FFBL,38021,R,7814,Status,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38022,R,7815,Sensor temp BX12,,-28,350,°C,1/64,x,x,
Device,0x9400..0x97FFBL,38023,R,7815,Status,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38024,R,7816,Sensor temp BX13,,-28,350,°C,1/64,x,x,
Device,0x9400..0x97FFBL,38025,R,7816,Status,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38026,R,7817,Sensor temp BX14,,-28,350,°C,1/64,x,x,
Device,0x9400..0x97FFBL,38027,R,7817,Status,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38028,R,7830,Sensor temp BX21 module 1,,-28,350,°C,1/64,x,x,x
Device,0x9400..0x97FFBL,38029,R,7830,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38030,R,7831,Sensor temp BX22 module 1,,-28,350,°C,1/64,x,x,x
Device,0x9400..0x97FFBL,38031,R,7831,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38032,R,7832,Sensor temp BX21 module 2,,-28,350,°C,1/64,x,x,x
Device,0x9400..0x97FFBL,38033,R,7832,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38034,R,7833,Sensor temp BX22 module 2,,-28,350,°C,1/64,x,x,x
Device,0x9400..0x97FFBL,38035,R,7833,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38036,R,7834,Sensor temp BX21 module 3,,-28,350,°C,1/64,x,x,x
Device,0x9400..0x97FFBL,38037,R,7834,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38038,R,7835,Sensor temp BX22 module 3,,-28,350,°C,1/64,x,x,x
Device,0x9400..0x97FFBL,38039,R,7835,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38040,R,7973,Sensor temp BX31,,-28,350,°C,1/64,x,,x
Device,0x9400..0x97FFBL,38041,R,7973,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38042,R,7974,Sensor temp BX32,,-28,350,°C,1/64,x,,x
Device,0x9400..0x97FFBL,38043,R,7974,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38044,R,7975,Sensor temp BX33,,-28,350,°C,1/64,x,,x
Device,0x9400..0x97FFBL,38045,R,7975,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38046,R,7976,Sensor temp BX34,,-28,350,°C,1/64,x,,x
Device,0x9400..0x97FFBL,38047,R,7976,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38048,R,7977,Sensor temp BX35,,-28,350,°C,1/64,x,,x
Device,0x9400..0x97FFBL,38049,R,7977,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38050,R,7978,Sensor temp BX36,,-28,350,°C,1/64,x,,x
Device,0x9400..0x97FFBL,38051,R,7978,Status Register reserve,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38100,R,7844,Input signal H1,,0,2^32,,,x,x,x
Device,0x9400..0x97FFBL,38101,,,,(32 Bit Data),,,,,,,
Device,0x9400..0x97FFBL,38102,R,7844,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38103,R,7844,Unit,"x 0: None | 1: Closed (ooo), Open (---) | 2: Pulse | 3: Frequency Hz | 4: Voltage V",0,4,,,x,x,x
Device,0x9400..0x97FFBL,38104,R,7845,Input signal H2 module 1,,0,2^32,,,x,x,x
Device,0x9400..0x97FFBL,38105,,,,(32 Bit Data),,,,,,,
Device,0x9400..0x97FFBL,38106,R,7845,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38107,R,7845,Unit,x 0: None | ... | 4: Voltage V,0,4,,,x,x,x
Device,0x9400..0x97FFBL,38108,R,7845,Input signal H21 module 1,,0,2^32,,,x,x,x
Device,0x9400..0x97FFBL,38109,,,,(32 Bit Data),,,,,,,
Device,0x9400..0x97FFBL,38110,R,7845,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38111,R,7845,Unit,x 0: None | ... | 4: Voltage V,0,4,,,x,x,x
Device,0x9400..0x97FFBL,38112,R,7846,Input signal H22 module 1,,0,2^32,,,x,x,x
Device,0x9400..0x97FFBL,38113,,,,(32 Bit Data),,,,,,,
Device,0x9400..0x97FFBL,38114,R,7846,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38115,R,7846,Unit,x 0: None | ... | 4: Voltage V,0,4,,,,,
Device,0x9400..0x97FFBL,38116,R,7847,Input signal H2 module 2,,0,2^32,,,x,x,x
Device,0x9400..0x97FFBL,38117,,,,(32 Bit Data),,,,,,,
Device,0x9400..0x97FFBL,38118,R,7847,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38119,R,7847,Unit,x 0: None | ...,0,4,,,x,x,x
Device,0x9400..0x97FFBL,38120,R,7847,Input signal H21 module 2,,0,2^32,,,x,x,x
Device,0x9400..0x97FFBL,38121,,,,(32 Bit Data),,,,,,,
Device,0x9400..0x97FFBL,38122,R,7847,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38123,R,7847,Unit,x 0: None | ... | 4: Voltage V,0,4,,,x,x,x
Device,0x9400..0x97FFBL,38124,R,7848,Input signal H22 module 2,,0,2^32,,,x,x,x
Device,0x9400..0x97FFBL,38125,,,,(32 Bit Data),,,,,,,
Device,0x9400..0x97FFBL,38126,R,7848,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38127,R,7848,Unit,x 0: None | ... | 4: Voltage V,0,4,,,x,x,x
Device,0x9400..0x97FFBL,38128,R,7849,Input signal H2 module 3,,0,2^32,,,x,x,x
Device,0x9400..0x97FFBL,38129,,,,(32 Bit Data),,,,,,,
Device,0x9400..0x97FFBL,38130,R,7849,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38131,R,7849,Unit,x 0: None | ... | 4: Voltage V,0,4,,,x,x,x
Device,0x9400..0x97FFBL,38132,R,7849,Input signal H21 module 3,,0,2^32,,,x,x,x
Device,0x9400..0x97FFBL,38133,,,,(32 Bit Data),,,,,,,
Device,0x9400..0x97FFBL,38134,R,7849,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38135,R,7849,Unit,x 0: None | ... | 4: Voltage V,0,4,,,x,x,x
Device,0x9400..0x97FFBL,38136,R,7850,Input signal H22 module 3,,0,2^32,,,x,x,x
Device,0x9400..0x97FFBL,38137,,,,(32 Bit Data),,,,,,,
Device,0x9400..0x97FFBL,38138,R,7850,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38139,R,7850,Unit,x 0: None | ... | 4: Voltage V,0,4,,,x,x,x
Device,0x9400..0x97FFBL,38140,R,7858,Input signal H3,,0,2^32,,,x,x,x
Device,0x9400..0x97FFBL,38141,,,,(32 Bit Data),,,,,,,
Device,0x9400..0x97FFBL,38142,R,7858,Status,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38143,R,7858,Unit,x 0: None | ... | 4: Voltage V,0,4,,,x,x,x
Device,0x9400..0x97FFBL,38144,R,7989,Input signal H31,,0,2^32,,,x,,x
Device,0x9400..0x97FFBL,38145,,,,(32 Bit Data),,,,,,,
Device,0x9400..0x97FFBL,38146,R,7859,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38147,R,7859,Unit,x 0: None | ... | 4: Voltage V,0,4,,,x,,x
Device,0x9400..0x97FFBL,38148,R,7994,Input signal H32,,0,2^32,,,x,,x
Device,0x9400..0x97FFBL,38149,,,,(32 Bit Data),,,,,,,
Device,0x9400..0x97FFBL,38150,R,7994,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38151,R,7994,Unit,x 0: None | ... | 4: Voltage V,0,4,,,x,,x
Device,0x9400..0x97FFBL,38152,R,7999,Input signal H33,,0,2^32,,,x,,x
Device,0x9400..0x97FFBL,38153,,,,(32 Bit Data),,,,,,,
Device,0x9400..0x97FFBL,38154,R,7999,Status,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38155,R,7999,Unit,x 0: None | ... | 4: Voltage V,0,4,,,x,,x
Device,0x9400..0x97FFBL,38156,R,7728,Defrosting DI6,x 0: Off | 1: On,0,1,,,x,,x
Device,0x9400..0x97FFBL,38157,R,7728,Status/Comand,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38158,R,7729,Error/alarm message DI7,x 0: Off | 1: On,0,255,,,x,,x
Device,0x9400..0x97FFBL,38159,R,7729,Status/Comand,see description,,,,,x,,x
Device,0x9400..0x97FFBL,38160,R,7911,Input EX1,x 0: 0V | 1: 230V,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38161,R,7911,Status/Comand,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38162,R,7912,Input EX2,x 0: 0V | 1: 230V,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38163,R,7912,Status/Comand,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38164,R,7913,Input EX3,x 0: 0V | 1: 230V,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38165,R,7913,Status/Comand,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38166,R,7914,Input EX4,x 0: 0V | 1: 230V,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38167,R,7914,Status/Comand,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38168,R,7915,Input EX5,x 0: 0V | 1: 230V,0,1,,,x,x,
Device,0x9400..0x97FFBL,38169,R,7915,Status/Comand,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38170,R,7916,Input EX6,x 0: 0V | 1: 230V,0,1,,,x,x,
Device,0x9400..0x97FFBL,38171,R,7916,Status/Comand,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38172,R,7917,Input EX7,x 0: 0V | 1: 230V,0,1,,,x,x,
Device,0x9400..0x97FFBL,38173,R,7917,Status/Comand,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38174,R,7919,Input EX9,x 0: 0V | 1: 230V,0,1,,,x,x,
Device,0x9400..0x97FFBL,38175,R,7919,Status/Comand,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38176,R,7945,Input EX10,x 0: 0V | 1: 230V,0,1,,,x,x,
Device,0x9400..0x97FFBL,38178,R,7946,Input EX11,x 0: 0V | 1: 230V,0,1,,,x,x,
Device,0x9400..0x97FFBL,38179,R,7946,Status/Comand,see description,,,,,x,x,
Device,0x9400..0x97FFBL,38180,R,7950,Input EX21 module 1,x 0: 0V | 1: 230V,0,1,,,x,x,x
Device,0x9400..0x97FFBL,38181,R,7950,Status/Comand,see description,,,,,x,x,x
Device,0x9400..0x97FFBL,38182,R,7951,Input EX21 module 2,x 0: 0V | 1: 230V,0,1,,,x,x,x
